Year	Bay	Site	Size	Fucoid_F	Fucoid_G	Fucoid_T	Barnacle	M_300	M_425	M_WT	F_start	F_end	B_start	B_end	M_start	M_end					
2007	SC	MD	1	3	2	5	94	33	46	2.44	4/2/07	6/6/07	4/2/07	6/6/07	6/6/07	8/27/07
2007	SC	MD	2	4	6	10	0	-999.9	-999.9	-999.9	4/2/07	6/6/07	4/2/07	6/6/07	nd	nd
2007	SC	MD	4	2	0	2	8	3	5	1.92	4/2/07	6/6/07	4/2/07	6/6/07	6/6/07	8/27/07
2007	SC	MD	8	26	11	37	43	23	39	2.27	4/2/07	6/6/07	4/2/07	6/6/07	6/5/07	8/27/07
2007	SC	PL	0	0	0	0	1	2	4	2.47	4/1/07	6/5/07	4/1/07	6/5/07	6/5/07	8/26/07
2007	SC	PL	1	0	6	6	0	0	1	3.41	4/1/07	6/5/07	4/1/07	6/5/07	6/5/07	8/26/07
2007	SC	PL	2	0	0	0	1	9	4	1.82	4/1/07	6/5/07	4/1/07	6/5/07	6/5/07	8/26/07
2007	SC	PL	4	0	0	0	0	3	5	1.65	4/1/07	6/5/07	4/1/07	6/5/07	6/5/07	8/26/07
2007	SC	PL	8	0	0	0	0	11	5	1.95	4/1/07	6/5/07	4/1/07	6/5/07	6/5/07	8/26/07
2007	TC	JL	0	0	2	2	7	2	11	1.80	4/1/07	6/6/07	4/1/07	6/6/07	6/6/07	8/30/07
2007	TC	JL	1	0	5	5	0	10	6	2.73	4/1/07	6/6/07	4/1/07	6/6/07	6/6/07	8/30/07
2007	TC	JL	2	0	0	0	0	0	9	2.99	4/1/07	6/6/07	4/1/07	6/6/07	6/6/07	8/30/07
2007	TC	JL	4	0	8	8	0	2	3	1.45	4/1/07	6/6/07	4/1/07	6/6/07	6/6/07	8/30/07
2007	TC	JL	8	0	0	0	0	3	4	2.23	4/1/07	6/6/07	4/1/07	6/6/07	6/6/07	8/30/07
2007	TC	LD	0	4	19	23	0	9	10	2.36	4/2/07	6/6/07	4/2/07	6/6/07	6/7/07	8/28/07
2007	TC	LD	1	0	41	41	0	6	15	1.23	4/2/07	6/6/07	4/2/07	6/6/07	6/7/07	8/28/07
2007	TC	LD	2	0	10	10	0	2	2	1.52	4/2/07	6/6/07	4/2/07	6/6/07	6/7/07	8/28/07
2007	TC	LD	4	1	15	16	0	5	6	2.66	4/2/07	6/6/07	4/2/07	6/6/07	6/7/07	8/28/07
2007	TC	LD	8	1	22	23	9	1	4	2.32	4/2/07	6/6/07	4/2/07	6/6/07	6/7/07	8/28/07
2007	TC	LH	0	1	48	49	0	1	0	2.18	4/1/07	6/6/07	4/1/07	6/6/07	6/6/07	8/29/07
2007	TC	LH	1	-999.9	-999.9	-999.9	0	4	10	2.93	4/1/07	nd	4/1/07	6/6/07	6/6/07	8/29/07
2007	TC	LH	2	2	290	292	0	11	5	1.85	4/1/07	6/6/07	4/1/07	6/6/07	6/6/07	8/29/07
2007	TC	LH	4	8	96	104	27	0	6	2.58	4/1/07	6/6/07	4/1/07	6/6/07	6/6/07	8/29/07
2007	TC	LH	8	5	184	189	3	4	15	2.28	4/1/07	6/6/07	4/1/07	6/6/07	6/6/07	8/29/07
